index Run NumInRun Step StepSequence Temp E_pair E_mol TotEng Press Volume
0 1 0 0 0 0.99933233 -0.95410713 2.7370092 3.2818985 7.9581708 307550.74
1 1 1 10000 10000 0.99307579 -0.95710251 2.7250819 3.257591 8.0200449 307326.07
2 1 2 20000 20000 0.98891034 -0.96058849 2.7140481 3.236823 8.0086216 307159.03
3 1 3 30000 30000 0.98404308 -0.96102903 2.7014105 3.216444 8.026079 307004.73
4 1 4 40000 40000 0.98144721 -0.96450544 2.6844951 3.1921585 8.0380061 306798.8
5 1 5 50000 50000 0.97484484 -0.9674798 2.6736707 3.1684561 7.9734004 306600.12
6 1 6 60000 60000 0.9702329 -0.96908318 2.6614209 3.147685 7.9895778 306569.65
7 1 7 70000 70000 0.96584167 -0.97150593 2.6466022 3.1238567 8.0004467 306355.59
8 1 8 80000 80000 0.95913773 -0.9738006 2.6287798 3.0936838 8.0016583 306174.74
9 1 9 90000 90000 0.95588485 -0.97561273 2.6145555 3.072768 8.0099146 305963.74
10 1 10 100000 100000 0.94817605 -0.97844443 2.6008398 3.0446574 7.9922418 305816.77
11 1 11 110000 110000 0.94504623 -0.98102187 2.5896155 3.026161 7.9898759 305634.29
12 1 12 120000 120000 0.93842977 -0.98329344 2.5734519 2.9978011 7.9898642 305410.69
13 1 13 130000 130000 0.93549158 -0.9846834 2.5621202 2.9806722 7.9839999 305311.29
14 1 14 140000 140000 0.93158079 -0.98756736 2.5468689 2.9566708 8.0260778 305120.61
15 1 15 150000 150000 0.92583833 -0.98957873 2.5309667 2.9301436 7.9978797 304914.52
16 1 16 160000 160000 0.92025274 -0.99239991 2.5147565 2.9027338 8.0060708 304754.72
17 1 17 170000 170000 0.91486948 -0.99557266 2.5036637 2.8803933 7.9877776 304547.72
18 1 18 180000 180000 0.91120211 -0.99746122 2.4871069 2.856447 7.9417494 304423.23
19 1 19 190000 190000 0.90514571 -0.99968655 2.4691999 2.82723 7.9811499 304214.1
20 1 20 200000 200000 0.90087507 -1.0023761 2.4537031 2.8026377 7.9651109 304062.67
21 1 21 210000 210000 0.89193762 -1.0050006 2.4376558 2.7705598 7.9600016 303812.52
22 1 22 220000 220000 0.88977117 -1.0071162 2.4282475 2.7557862 7.9539248 303672.36
23 1 23 230000 230000 0.88434078 -1.0091731 2.4092282 2.7265644 7.9745038 303490.3
24 1 24 240000 240000 0.87895946 -1.011747 2.3896198 2.6963102 8.0072321 303295.27
25 1 25 250000 250000 0.87477135 -1.0148495 2.3759458 2.6732515 8.0156777 303068.5
26 1 26 260000 260000 0.87102444 -1.0174563 2.3570922 2.6461707 7.9917373 302914.22
27 1 27 270000 270000 0.86513399 -1.0201033 2.3424832 2.620079 8.0366684 302694.8
28 1 28 280000 280000 0.86005933 -1.0224555 2.3269671 2.5945988 7.9983465 302520.49
29 1 29 290000 290000 0.85579338 -1.0255555 2.3100673 2.5682001 7.9985233 302322.9
30 1 30 300000 300000 0.84996847 -1.0279828 2.2933602 2.5403284 8.0052622 302121.04
31 1 31 310000 310000 0.8469655 -1.0306563 2.2786193 2.5184095 7.9921726 301944.82
32 1 32 320000 320000 0.83998328 -1.0338465 2.2593865 2.4855132 8.0277178 301816.28
33 1 33 330000 330000 0.83505699 -1.0349629 2.2429236 2.4605444 7.9942696 301581.63
34 1 34 340000 340000 0.82966244 -1.0377609 2.228601 2.435332 8.0066968 301356.99
35 1 35 350000 350000 0.82560127 -1.0392576 2.209823 2.4089656 7.9837314 301170.18
36 1 36 360000 360000 0.81935127 -1.0438846 2.1943361 2.3794767 7.9941701 300999.34
37 1 37 370000 370000 0.81454749 -1.0455647 2.1785236 2.3547784 8.0031178 300793.43
38 1 38 380000 380000 0.81064708 -1.0468507 2.1635778 2.332696 7.9901489 300585.51
39 1 39 390000 390000 0.80467094 -1.0510761 2.1440077 2.2999363 8.0487142 300367.78
40 1 40 400000 400000 0.80011049 -1.0544297 2.1264237 2.272158 7.9834061 300220.85
41 1 41 410000 410000 0.79590142 -1.0578546 2.1125454 2.2485413 7.9805621 300003.5
42 1 42 420000 420000 0.79038185 -1.0579291 2.0972233 2.2248653 7.9910184 299811.26
43 1 43 430000 430000 0.78513098 -1.0612884 2.0772329 2.1936394 8.0038735 299603.96
44 1 44 440000 440000 0.78082437 -1.064819 2.0602221 2.1666381 8.0141921 299419.8
45 1 45 450000 450000 0.77550956 -1.0664378 2.0459393 2.1427642 7.9816079 299238.4
46 1 46 460000 460000 0.77072824 -1.0698147 2.0306044 2.1168805 8.0133765 299083.64
47 1 47 470000 470000 0.76539867 -1.0722087 2.0115689 2.0874565 7.9932191 298827.19
48 1 48 480000 480000 0.76011884 -1.0757905 1.9975575 2.0619437 7.9770333 298589.28
49 1 49 490000 490000 0.75537882 -1.077213 1.9821892 2.0380429 8.0264265 298502.26
50 1 50 500000 500000 0.75034046 -1.0782017 1.9653377 2.0126451 8.0051649 298242.26
51 1 51 510000 510000 0.74514542 -1.0813854 1.9512324 1.9875636 8.0192553 298072.95
52 1 52 520000 520000 0.740627 -1.0835492 1.9356874 1.9630771 7.999874 297884.55
53 1 53 530000 530000 0.73450669 -1.0866136 1.9239025 1.9390474 8.0177045 297677.52
54 1 54 540000 540000 0.73039519 -1.0894604 1.9088381 1.914969 7.9904237 297521.37
55 1 55 550000 550000 0.72403747 -1.0916419 1.893381 1.8877938 7.9769916 297343.3
56 1 56 560000 560000 0.72037335 -1.093467 1.8803162 1.8674077 8.027497 297221.98
57 1 57 570000 570000 0.71588436 -1.0959946 1.8675724 1.8454028 8.0246906 297060.93
58 1 58 580000 580000 0.71091796 -1.097791 1.8559967 1.8245811 7.9870467 296918.09
59 1 59 590000 590000 0.70471525 -1.1010368 1.8421757 1.7982102 7.9912996 296690.12
60 1 60 600000 600000 0.70099841 -1.1029913 1.8263698 1.7748747 8.0258512 296571.24
61 1 61 610000 610000 0.69467446 -1.1036925 1.8146642 1.7529819 7.9965473 296373.37
62 1 62 620000 620000 0.68964827 -1.1059634 1.8047405 1.7332481 8.0304989 296199.37
63 1 63 630000 630000 0.68460564 -1.1083828 1.7913091 1.7098334 8.0000395 296053.13
64 1 64 640000 640000 0.68041053 -1.1117557 1.7769438 1.6858025 8.0157966 295920.79
65 1 65 650000 650000 0.67485113 -1.1122313 1.7653162 1.6653602 7.9828458 295716.35
66 1 66 660000 660000 0.66964709 -1.1142571 1.7544634 1.6446755 7.9822053 295576.77
67 1 67 670000 670000 0.66510501 -1.1169226 1.7410847 1.6218182 7.9896838 295414.22
68 1 68 680000 680000 0.66000577 -1.117663 1.7280542 1.6003984 7.9625073 295289.4
69 1 69 690000 690000 0.6545008 -1.1204224 1.7185373 1.5798647 7.9915889 295120.71
